hour,n_hour_ids,LQ_est,med_est,UQ_est,LQ_est_char,med_est_char,UQ_est_char,n_obvs,all,bd,bd_label,route_name,year,city,short_name
20,14,326.57525407666293,311.75543177244884,302.5125996241521,5m 26s,5m 11s,5m 2s,46405,TRUE,20,20:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2020,Brisbane,M2 (North)_Brisbane
21,14,327.61102070940854,311.8018836526479,302.80270984952193,5m 27s,5m 11s,5m 2s,51644,TRUE,21,21:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2020,Brisbane,M2 (North)_Brisbane
22,14,327.7991752725622,311.72896398791977,302.9564430455286,5m 27s,5m 11s,5m 2s,56966,TRUE,22,22:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2020,Brisbane,M2 (North)_Brisbane
23,14,328.98865902443475,311.6119611557263,302.18329994500306,5m 28s,5m 11s,5m 2s,67459,TRUE,23,23:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2020,Brisbane,M2 (North)_Brisbane
0,17,351.4463934118511,322.4538717640555,308.9420983824811,6m 51s,5m 22s,5m 8s,29367,TRUE,0,00:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
1,17,346.44178280232774,321.46478626763917,310.2534122193661,6m 46s,5m 21s,5m 10s,56584,TRUE,1,01:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
2,17,344.1934969753342,320.11470091233923,309.1101857700012,6m 44s,5m 20s,5m 9s,35836,TRUE,2,02:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
3,17,338.56469906125227,318.7297941257049,307.4942843184567,6m 38s,5m 18s,5m 7s,31441,TRUE,3,03:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
4,17,336.530759112781,318.3125919264456,305.9077922429683,6m 36s,5m 18s,5m 5s,47550,TRUE,4,04:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
5,17,346.6024489340122,327.8055553389647,313.9802418594155,6m 46s,5m 27s,5m 13s,164362,TRUE,5,05:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
6,17,361.7493047020422,330.99951335673904,315.47271771556706,6m 1s,6m 30s,5m 15s,223393,TRUE,6,06:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
7,17,682.186197597002,405.5519363210748,328.9680830481948,11m 22s,7m 45s,5m 28s,234474,TRUE,7,07:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
8,17,645.2039915162375,388.4951934901916,325.76116174980143,11m 45s,6m 28s,5m 25s,232741,TRUE,8,08:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
9,17,344.57991730505034,322.48245404113413,310.77478678536494,6m 44s,5m 22s,5m 10s,201863,TRUE,9,09:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
10,17,338.5382016007604,320.6772657130889,309.90516788279484,6m 38s,5m 20s,5m 9s,166435,TRUE,10,10:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
11,17,340.55405109454455,321.05485239146935,309.671151370145,6m 40s,5m 21s,5m 9s,142136,TRUE,11,11:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
12,17,341.23418657130776,321.46333044681927,310.0008830135365,6m 41s,5m 21s,5m 10s,146600,TRUE,12,12:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
13,17,341.94003143553067,323.2374015754647,312.20240150216245,6m 41s,5m 23s,5m 12s,126266,TRUE,13,13:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
14,17,341.1732266903001,322.52533028010555,310.98122263649276,6m 41s,5m 22s,5m 10s,115605,TRUE,14,14:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
15,17,341.8444384775306,321.75685363792047,309.8017241920184,6m 41s,5m 21s,5m 9s,101291,TRUE,15,15:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
16,17,339.9242221752742,320.8373507330704,309.24754612719204,6m 39s,5m 20s,5m 9s,68878,TRUE,16,16:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
17,17,338.66076935325157,321.97404096836885,310.99990675993223,6m 38s,5m 21s,5m 10s,58501,TRUE,17,17:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
18,17,332.2301390971499,319.42713568562067,310.8249077060703,6m 32s,5m 19s,5m 10s,99596,TRUE,18,18:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
19,17,331.3758737707648,319.5747392636197,311.5484355467219,6m 31s,5m 19s,5m 11s,90680,TRUE,19,19:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
20,17,335.7201566920539,320.5964560500893,311.75541365273506,6m 35s,5m 20s,5m 11s,75250,TRUE,20,20:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
21,17,338.2237024793077,321.1442789800328,311.1675428792178,6m 38s,5m 21s,5m 11s,56510,TRUE,21,21:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
22,17,338.36350391612604,321.702204348663,310.84325259341216,6m 38s,5m 21s,5m 10s,53917,TRUE,22,22:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
23,17,344.47808771841187,323.78046122614217,310.6356290906322,6m 44s,5m 23s,5m 10s,24000,TRUE,23,23:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2021,Brisbane,M2 (North)_Brisbane
0,15,321.6124409579185,309.2267235058554,301.9785287948772,5m 21s,5m 9s,5m 1s,37447,TRUE,0,00:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
1,15,320.05189202557585,308.31884278602996,301.207760919395,5m 20s,5m 8s,5m 1s,24476,TRUE,1,01:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
2,15,323.4655024400725,308.26098946919444,300.6781478700029,5m 23s,5m 8s,5m 0s,24487,TRUE,2,02:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
3,15,319.7845785525211,307.19585375993205,300.5691860266807,5m 19s,5m 7s,5m 0s,28441,TRUE,3,03:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
4,15,319.9890115716571,310.2278521587714,301.7570252897474,5m 19s,5m 10s,5m 1s,36559,TRUE,4,04:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
5,15,332.79526370367586,313.69128308410245,301.8841185169204,6m 32s,5m 13s,5m 1s,55121,TRUE,5,05:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
6,15,335.94778801899616,318.13640121775916,304.5969179811777,6m 35s,5m 18s,5m 4s,71450,TRUE,6,06:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
7,15,337.72847659161795,318.3248212749214,305.9293877165759,6m 37s,5m 18s,5m 5s,76697,TRUE,7,07:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
8,15,335.9868353753109,318.1062213252198,306.2578335337698,6m 35s,5m 18s,5m 6s,91591,TRUE,8,08:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
9,15,334.3155961808105,316.51907352813157,305.0471012632271,6m 34s,5m 16s,5m 5s,111000,TRUE,9,09:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
10,15,335.24831147262864,316.1655370058434,305.042092676494,6m 35s,5m 16s,5m 5s,116183,TRUE,10,10:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
11,15,334.7669475795881,316.80141100764706,304.8511339778247,6m 34s,5m 16s,5m 4s,115637,TRUE,11,11:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
12,15,336.0119863661129,317.14879925396684,304.7469452906303,6m 36s,5m 17s,5m 4s,117005,TRUE,12,12:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
13,15,335.2089125860701,317.11939217338005,305.1071075016838,6m 35s,5m 17s,5m 5s,133706,TRUE,13,13:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
14,15,333.36232408519714,315.670229684502,304.7189206980669,6m 33s,5m 15s,5m 4s,116567,TRUE,14,14:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
15,15,340.58784077478106,319.766019351521,306.93439219801843,6m 40s,5m 19s,5m 6s,109016,TRUE,15,15:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
16,15,347.5626050033825,325.0816221725322,309.55365548276455,6m 47s,5m 25s,5m 9s,156688,TRUE,16,16:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
17,15,349.11043744872256,324.3463313980798,308.23147234149394,6m 49s,5m 24s,5m 8s,191307,TRUE,17,17:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
18,15,334.72525756089937,314.3481104827326,302.95186005290816,6m 34s,5m 14s,5m 2s,101008,TRUE,18,18:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
19,15,325.49569299880346,310.0359956850157,301.1599153799194,5m 25s,5m 10s,5m 1s,44891,TRUE,19,19:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
20,15,323.65097269555935,310.1069196826297,301.7502663644311,5m 23s,5m 10s,5m 1s,36042,TRUE,20,20:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
21,15,321.5608172714984,309.0184605256107,301.52130898412685,5m 21s,5m 9s,5m 1s,38193,TRUE,21,21:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
22,15,323.68882604850575,310.3588875899872,302.1572736903057,5m 23s,5m 10s,5m 2s,43636,TRUE,22,22:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
23,15,323.40594187703095,310.06474897082506,302.25064519645787,5m 23s,5m 10s,5m 2s,55383,TRUE,23,23:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2021,Brisbane,M2 (North)_Brisbane
0,17,329.7407751557903,316.4624790023479,307.6200795388113,5m 29s,5m 16s,5m 7s,74944,TRUE,0,00:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
1,17,335.9967105432368,317.53367592824725,306.8588843426555,6m 35s,5m 17s,5m 6s,72142,TRUE,1,01:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
2,17,331.6171877908106,314.529616226583,305.86776736778796,6m 31s,5m 14s,5m 5s,61704,TRUE,2,02:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
3,17,335.30517961365854,317.06792511691503,306.85354111827564,6m 35s,5m 17s,5m 6s,65779,TRUE,3,03:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
4,17,335.3802185489045,317.29053008726476,306.525196694398,6m 35s,5m 17s,5m 6s,67849,TRUE,4,04:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
5,17,344.4217925345716,327.6423522551182,313.5360227907592,6m 44s,5m 27s,5m 13s,184473,TRUE,5,05:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
6,17,418.2289042420102,340.1429568541078,316.2016853949804,7m 58s,6m 40s,5m 16s,320581,TRUE,6,06:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
7,17,1062.8190544534525,503.4757051466862,347.59039981492515,18m 42s,8m 23s,6m 47s,463040,TRUE,7,07:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
8,17,833.4268998392428,434.6970766880271,331.4869238241271,14m 53s,7m 14s,6m 31s,348053,TRUE,8,08:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
9,17,345.008560454645,321.14199905811984,309.3364028464851,6m 45s,5m 21s,5m 9s,278810,TRUE,9,09:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
10,17,341.949587805251,319.0102707846749,307.1121343633765,6m 41s,5m 19s,5m 7s,237461,TRUE,10,10:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
11,17,342.1987597468038,318.95942265017754,307.1236935592904,6m 42s,5m 18s,5m 7s,194242,TRUE,11,11:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
12,17,345.46067715684023,322.48809802174844,308.26745868913093,6m 45s,5m 22s,5m 8s,229455,TRUE,12,12:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
13,17,346.98755702817215,321.9346098580534,307.9116723970555,6m 46s,5m 21s,5m 7s,206214,TRUE,13,13:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
14,17,345.1451651499082,321.1699783851119,307.71207718352935,6m 45s,5m 21s,5m 7s,204375,TRUE,14,14:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
15,17,342.8687893605137,321.8272276824015,308.31194625006674,6m 42s,5m 21s,5m 8s,170552,TRUE,15,15:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
16,17,341.4928699984291,320.2997738100484,307.97377943395065,6m 41s,5m 20s,5m 7s,90480,TRUE,16,16:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
17,17,340.2365173251165,319.00387060549355,307.3914300605502,6m 40s,5m 19s,5m 7s,102178,TRUE,17,17:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
18,17,332.3461003672508,316.5905635013907,306.8480709881845,6m 32s,5m 16s,5m 6s,161771,TRUE,18,18:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
19,17,330.34373656300494,316.5812606625624,307.15690284606865,6m 30s,5m 16s,5m 7s,161509,TRUE,19,19:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
20,17,333.1600773996328,317.56495922879236,307.6302449711094,6m 33s,5m 17s,5m 7s,153717,TRUE,20,20:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
21,17,334.0199168508402,317.22419934578,307.2153701874917,6m 34s,5m 17s,5m 7s,132840,TRUE,21,21:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
22,17,335.0599997298166,316.41807334301586,306.27448064578937,6m 35s,5m 16s,5m 6s,103141,TRUE,22,22:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
23,17,332.7641147373877,315.9601757837164,305.9861235206719,6m 32s,5m 15s,5m 5s,52021,TRUE,23,23:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2022,Brisbane,M2 (North)_Brisbane
0,15,325.90717711508364,309.98407064241934,301.3452762543231,5m 25s,5m 9s,5m 1s,87200,TRUE,0,00:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
1,15,323.21753893671956,309.001706516952,300.75320436593586,5m 23s,5m 9s,5m 0s,57981,TRUE,1,01:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
2,15,323.87019258980564,309.06512935887093,300.6464667861481,5m 23s,5m 9s,5m 0s,42685,TRUE,2,02:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
3,15,326.8909139079722,309.86634331528745,300.6468087280772,5m 26s,5m 9s,5m 0s,62887,TRUE,3,03:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
4,15,329.882835503487,311.69916991058835,300.7415250484395,5m 29s,5m 11s,5m 0s,77304,TRUE,4,04:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
5,15,327.064911346636,308.90309184424916,299.88516780126855,5m 27s,5m 8s,5m 59s,102386,TRUE,5,05:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
6,15,333.7299336762368,314.06722536262333,301.6719078706583,6m 33s,5m 14s,5m 1s,125268,TRUE,6,06:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
7,15,339.7455776243446,318.09031496542104,304.4336544037063,6m 39s,5m 18s,5m 4s,149579,TRUE,7,07:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
8,15,339.14588843481675,317.956019729645,304.8077857195697,6m 39s,5m 17s,5m 4s,162963,TRUE,8,08:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
9,15,335.5096307120149,314.9302649158543,303.04362999098805,6m 35s,5m 14s,5m 3s,181086,TRUE,9,09:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
10,15,334.98875408717345,314.60228183013584,302.75375115495575,6m 34s,5m 14s,5m 2s,205930,TRUE,10,10:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
11,15,336.9237583519885,315.47818412414495,302.6470250689034,6m 36s,5m 15s,5m 2s,223746,TRUE,11,11:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
12,15,338.2734841787673,316.35308025853715,303.0084142123351,6m 38s,5m 16s,5m 3s,223767,TRUE,12,12:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
13,15,338.05374427283084,316.72615226443065,303.05011332335715,6m 38s,5m 16s,5m 3s,210623,TRUE,13,13:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
14,15,338.32798783136656,315.7892846687689,303.2554825426829,6m 38s,5m 15s,5m 3s,167984,TRUE,14,14:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
15,15,348.7852896821917,321.73403710479596,306.1570868615523,6m 48s,5m 21s,5m 6s,160018,TRUE,15,15:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
16,15,354.86964092173366,327.2147265105368,309.2616884899864,6m 54s,5m 27s,5m 9s,273711,TRUE,16,16:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
17,15,358.52709008563187,326.6686853461395,308.0981180427992,6m 58s,5m 26s,5m 8s,386540,TRUE,17,17:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
18,15,336.25147860790025,314.8938374272495,302.5979716811262,6m 36s,5m 14s,5m 2s,216154,TRUE,18,18:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
19,15,326.6205418333339,310.72677925504524,301.240412903852,5m 26s,5m 10s,5m 1s,129608,TRUE,19,19:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
20,15,323.5019272279127,309.3107891280542,300.8166057246887,5m 23s,5m 9s,5m 0s,116139,TRUE,20,20:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
21,15,328.64408345413955,310.4673520089677,301.3330771879633,5m 28s,5m 10s,5m 1s,120898,TRUE,21,21:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
22,15,329.88147237181056,311.90874610427124,302.20152243565536,5m 29s,5m 11s,5m 2s,108016,TRUE,22,22:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
23,15,330.14876364171516,312.1028028202507,302.7299193231264,6m 30s,5m 12s,5m 2s,132784,TRUE,23,23:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2022,Brisbane,M2 (North)_Brisbane
0,48,1768.279804413706,1288.6908405013094,1155.191167410111,29m 28s,21m 28s,19m 15s,51522,FALSE,0,00:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
1,48,1678.2080628243568,1263.2418676085042,1167.5943199607582,28m 58s,21m 3s,19m 27s,41095,FALSE,1,01:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
2,48,1629.021596189967,1304.8867579478851,1192.3360263733894,27m 9s,22m 44s,20m 52s,38165,FALSE,2,02:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
3,48,1965.7778252754188,1460.6608531151164,1193.7294439844336,33m 45s,24m 20s,20m 53s,47278,FALSE,3,03:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
4,48,1732.2520334343565,1249.981810603852,1165.8202593147907,29m 52s,21m 49s,19m 25s,120176,FALSE,4,04:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
5,48,2179.582169154365,1558.0645711467143,1238.3348005370328,36m 19s,26m 58s,21m 38s,170269,FALSE,5,05:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
6,48,3273.890862399906,2230.7272563161587,1635.3438831281403,55m 33s,37m 10s,27m 15s,278155,FALSE,6,06:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
7,48,3401.927875982518,2164.7142956658167,1477.3328843016138,57m 41s,36m 4s,25m 37s,204526,FALSE,7,07:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
8,48,3500.7790141139617,2193.54021929695,1564.119003884724,58m 20s,37m 33s,26m 4s,244163,FALSE,8,08:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
9,48,2703.8555052670654,1726.534780152314,1312.0727236768814,45m 3s,29m 46s,22m 52s,249004,FALSE,9,09:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
10,48,2154.210599242522,1519.489434960082,1254.9552339865184,36m 54s,25m 19s,21m 54s,246199,FALSE,10,10:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
11,48,1986.0602002012408,1429.893762824198,1209.896714540046,33m 6s,24m 49s,20m 9s,232758,FALSE,11,11:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
12,48,1890.9438342851577,1403.8655067090351,1201.314423690716,32m 30s,23m 23s,20m 1s,225109,FALSE,12,12:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
13,48,1754.3905061320663,1354.1553348774453,1188.040744892627,29m 14s,23m 34s,20m 48s,190999,FALSE,13,13:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
14,48,1664.4002914439295,1314.2683663727566,1181.524054279378,28m 44s,22m 54s,20m 41s,171014,FALSE,14,14:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
15,48,1702.5618713944762,1356.2200343057768,1189.9608442486829,28m 22s,23m 36s,20m 49s,144609,FALSE,15,15:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
16,48,2066.209493337956,1527.8059714632705,1266.6701132704395,34m 26s,25m 27s,21m 6s,121090,FALSE,16,16:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
17,48,2580.4281028888,1775.788987573292,1441.2581459467378,43m 0s,30m 35s,24m 1s,131272,FALSE,17,17:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
18,48,2595.1687050921428,1725.6183288858133,1363.1983953061035,43m 15s,29m 45s,23m 43s,138245,FALSE,18,18:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
19,48,2213.06934147874,1392.5881180914137,1175.4142855505938,37m 53s,23m 12s,20m 35s,98743,FALSE,19,19:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
20,48,1965.594924179292,1278.4698321222888,1159.7034738545744,33m 45s,21m 18s,19m 19s,102412,FALSE,20,20:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
21,48,1654.206552931848,1269.446090912118,1161.0049177608385,28m 34s,21m 9s,19m 21s,111135,FALSE,21,21:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
22,48,1671.6638752148044,1260.6258865808109,1164.3378291186298,28m 51s,21m 0s,19m 24s,92091,FALSE,22,22:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
23,48,1736.08707042439,1266.475384268479,1158.552486791156,29m 56s,21m 6s,19m 18s,66877,FALSE,23,23:00:00,M5 - Hume Motorway to M1,2019,Sydney,M5_Sydney
0,51,1678.6028225959917,1330.812187988529,1177.3939010360966,28m 58s,22m 10s,20m 37s,56770,FALSE,0,00:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
1,51,1921.9875934051631,1367.9223611945033,1192.705753528592,32m 1s,23m 47s,20m 52s,54425,FALSE,1,01:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
2,51,2049.7948789587085,1366.7079152766262,1191.5993572911823,34m 9s,23m 46s,20m 51s,60424,FALSE,2,02:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
3,51,2476.7852134653112,1376.7200850417746,1190.4522140058875,41m 16s,23m 56s,20m 50s,77959,FALSE,3,03:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
4,51,2440.790129092115,1491.1131645617486,1193.8609728966544,41m 40s,25m 51s,20m 53s,70913,FALSE,4,04:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
5,51,1593.3610040384674,1310.1055143015392,1197.4723750574285,27m 33s,22m 50s,20m 57s,100519,FALSE,5,05:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
6,51,1532.0563767607434,1305.7198711559947,1194.5575448578284,26m 32s,22m 45s,20m 54s,145787,FALSE,6,06:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
7,51,1547.8694054332311,1325.1448955496194,1191.5339967869938,26m 47s,22m 5s,20m 51s,166964,FALSE,7,07:00:00,M5 - M1 to Hume Motorway,2019,Sydney,M5_Sydney
