hour,n_hour_ids,LQ_est,med_est,UQ_est,LQ_est_char,med_est_char,UQ_est_char,n_obvs,all,bd,bd_label,route_name,year,city,short_name
3,68,1824.4893850243357,1558.0176620965317,1449.26359133454,30m 24s,26m 58s,24m 9s,160403,TRUE,3,03:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
4,68,1654.8249763601525,1500.2716087500144,1428.0824504767304,28m 34s,25m 0s,24m 48s,157499,TRUE,4,04:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
5,68,1630.275888858616,1497.7577344300732,1427.7989184733035,27m 10s,25m 57s,24m 47s,210636,TRUE,5,05:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
6,68,1925.7470398945327,1593.3295746654733,1477.1796730992694,32m 5s,27m 33s,25m 37s,257674,TRUE,6,06:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
7,68,1922.981236639631,1601.5052287377498,1476.1625559187185,32m 2s,27m 41s,25m 36s,375230,TRUE,7,07:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
8,68,1958.3694386386776,1601.0096299782997,1465.0395372776295,33m 38s,27m 41s,24m 25s,350791,TRUE,8,08:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
9,68,1767.8292858754885,1566.1389993244525,1452.5479806751189,29m 27s,26m 6s,24m 12s,338768,TRUE,9,09:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
10,68,1765.3915068451552,1560.103002004895,1454.5060305444556,29m 25s,26m 0s,24m 14s,317352,TRUE,10,10:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
11,68,1766.3582445990237,1561.1539331278998,1457.2165332135742,29m 26s,26m 1s,24m 17s,310345,TRUE,11,11:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
12,68,1767.8574115470078,1558.8352821835178,1445.6936864692475,29m 27s,26m 58s,24m 5s,277911,TRUE,12,12:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
13,68,1743.1564494049337,1551.722978922397,1440.5217666839817,29m 3s,26m 51s,24m 0s,263378,TRUE,13,13:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
14,68,1773.7894316439706,1556.2475680351126,1443.559068104966,30m 33s,26m 56s,24m 3s,285028,TRUE,14,14:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
15,68,1901.713499740108,1574.266831650336,1445.4126258016329,32m 41s,26m 14s,24m 5s,324799,TRUE,15,15:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
16,68,2089.6693580037604,1687.993016175683,1476.3330909652657,35m 49s,28m 7s,25m 36s,352728,TRUE,16,16:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
17,68,2043.851159333974,1682.240478175474,1500.8014852929878,34m 3s,28m 2s,25m 0s,344813,TRUE,17,17:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
18,68,1801.9682446772408,1579.478313241469,1459.2643894637504,30m 1s,26m 19s,24m 19s,191134,TRUE,18,18:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
19,68,1704.687382159254,1525.8483494241875,1431.4045478254063,28m 24s,25m 25s,24m 51s,160608,TRUE,19,19:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
20,68,1811.858001661435,1540.6482237375114,1438.4784492102187,30m 11s,26m 40s,24m 58s,137209,TRUE,20,20:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
21,68,2133.8370014695656,1550.557699505929,1438.152505043156,36m 33s,26m 50s,24m 58s,126729,TRUE,21,21:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
22,68,1876.3311351046705,1555.6078213522171,1437.9160473912905,31m 16s,26m 55s,24m 57s,133469,TRUE,22,22:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
23,68,1831.542996096607,1548.808024238506,1442.9107919551038,31m 31s,26m 48s,24m 2s,116525,TRUE,23,23:00:00,M80 - Greensborough to Altona,2021,Melbourne,M80_Melbourne
0,75,1902.8998233611792,1556.567859596374,1439.946719814765,32m 42s,26m 56s,24m 59s,104383,TRUE,0,00:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
1,75,2021.8519389655148,1577.8360256760284,1435.0366017328618,34m 41s,26m 17s,24m 55s,108073,TRUE,1,01:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
2,75,2072.9544213135578,1550.092098388999,1422.4025522083246,35m 32s,26m 50s,24m 42s,109092,TRUE,2,02:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
3,75,2166.843200219367,1564.8854385955706,1421.9198529906826,36m 6s,26m 4s,24m 41s,122036,TRUE,3,03:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
4,75,1807.6496447096024,1508.6543371409634,1407.6681401429134,30m 7s,25m 8s,23m 27s,242914,TRUE,4,04:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
5,75,1684.2016743450993,1500.37928716776,1407.880368601211,28m 4s,25m 0s,23m 27s,303159,TRUE,5,05:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
6,75,1839.0997283493384,1575.5189213283786,1441.7199517349748,31m 39s,26m 15s,24m 1s,395571,TRUE,6,06:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
7,75,1898.5334625975293,1589.6002784607629,1455.7651317024515,32m 38s,26m 29s,24m 15s,518936,TRUE,7,07:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
8,75,2075.072836077475,1650.9672215756518,1472.115313214552,35m 35s,28m 30s,25m 32s,633860,TRUE,8,08:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
9,75,1881.8389856862411,1596.9649863011764,1460.1889850188873,31m 21s,27m 36s,24m 20s,687102,TRUE,9,09:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
10,75,1820.788208257428,1575.6186717070432,1445.0993344116544,30m 20s,26m 15s,24m 5s,626054,TRUE,10,10:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
11,75,1809.2385708361248,1569.4261766799823,1435.840593452104,30m 9s,26m 9s,24m 55s,562919,TRUE,11,11:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
12,75,1821.387326034881,1567.429378778285,1435.3541326179593,30m 21s,26m 7s,24m 55s,502819,TRUE,12,12:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
13,75,1861.0191200296997,1591.4647272471864,1450.0620625245513,31m 1s,27m 31s,24m 10s,560200,TRUE,13,13:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
14,75,2089.4106991032027,1695.8948012844955,1478.22780133022,35m 49s,28m 15s,25m 38s,625501,TRUE,14,14:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
15,75,2886.7030104402247,2045.2246590292136,1609.34731579055,48m 6s,34m 5s,27m 49s,799560,TRUE,15,15:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
16,75,3471.760452531903,2368.7499603721076,1807.862703676291,58m 51s,39m 28s,30m 7s,751409,TRUE,16,16:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
17,75,3436.595296683484,2280.146288949991,1715.1562928353896,57m 16s,38m 0s,29m 35s,840377,TRUE,17,17:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
18,75,2192.565903976829,1622.6919347884484,1455.6716993867403,37m 32s,27m 2s,24m 15s,568973,TRUE,18,18:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
19,75,1668.039799875928,1500.5091488619148,1409.818262373432,28m 48s,25m 0s,23m 29s,311326,TRUE,19,19:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
20,75,1753.7363476225107,1495.8921950084273,1406.6755704574332,29m 13s,25m 55s,23m 26s,284940,TRUE,20,20:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
21,75,1915.844007581318,1558.2715612413135,1418.3147001821476,32m 55s,26m 58s,24m 38s,269739,TRUE,21,21:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
22,75,1979.7783013304409,1571.8625662817094,1421.017458366646,33m 59s,26m 11s,24m 41s,264012,TRUE,22,22:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
23,75,1952.2916489163008,1551.8863328827545,1428.9872139179458,33m 32s,26m 51s,24m 48s,183478,TRUE,23,23:00:00,M80 - Altona to Greensborough,2022,Melbourne,M80_Melbourne
0,72,1882.5796194397033,1513.505688833196,1403.3120540500067,31m 22s,25m 13s,23m 23s,132380,TRUE,0,00:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
1,72,1910.871662392783,1539.138348496418,1404.877041872091,32m 50s,26m 39s,23m 24s,153832,TRUE,1,01:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
2,72,1869.6751877751644,1521.0056485356822,1406.8175247991114,31m 9s,25m 21s,23m 26s,179727,TRUE,2,02:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
3,72,1814.11677766328,1489.040111207673,1391.5548820886677,30m 14s,25m 49s,23m 11s,224772,TRUE,3,03:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
4,72,1700.9360956650637,1483.4925811388678,1395.010775592778,28m 20s,25m 43s,23m 15s,203241,TRUE,4,04:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
5,72,1620.0398993354397,1471.6639523626395,1398.3949854168611,27m 0s,25m 31s,23m 18s,263797,TRUE,5,05:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
6,72,1948.1843418315004,1599.294088732981,1452.2269781579114,32m 28s,27m 39s,24m 12s,330862,TRUE,6,06:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
7,72,2189.3900482456,1654.172362529483,1476.9467960120226,36m 29s,28m 34s,25m 36s,664720,TRUE,7,07:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
8,72,2173.7486748916317,1631.4116605310066,1463.026670990028,36m 13s,27m 11s,24m 23s,544641,TRUE,8,08:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
9,72,1820.9593104227408,1574.1124993034568,1436.5015965382415,30m 20s,26m 14s,24m 56s,581442,TRUE,9,09:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
10,72,1771.086769667748,1554.1799668171302,1428.0316454911126,30m 31s,26m 54s,24m 48s,584834,TRUE,10,10:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
11,72,1764.6712331952629,1549.5269678354116,1427.8386239248912,29m 24s,26m 49s,24m 47s,557872,TRUE,11,11:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
12,72,1770.5996370375597,1554.287604916931,1427.1265397395632,30m 30s,26m 54s,24m 47s,527253,TRUE,12,12:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
13,72,1761.9680828087216,1550.119294512551,1426.8385000511607,29m 21s,26m 50s,24m 46s,609955,TRUE,13,13:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
14,72,1769.627722526043,1553.0290617339365,1426.899973363426,29m 29s,26m 53s,24m 46s,664748,TRUE,14,14:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
15,72,1938.7005652851708,1583.8196527571708,1441.331881683444,32m 18s,26m 23s,24m 1s,618451,TRUE,15,15:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
16,72,2139.936389719298,1715.0125480520962,1497.061839309511,36m 39s,29m 35s,25m 57s,715465,TRUE,16,16:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
17,72,2057.383100753466,1672.0438550587228,1494.68383433829,34m 17s,28m 52s,25m 54s,698417,TRUE,17,17:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
18,72,1762.1492725948085,1550.0904234978532,1431.341217380747,29m 22s,26m 50s,24m 51s,320729,TRUE,18,18:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
19,72,1665.660766259694,1493.9797152123876,1403.5576539793503,28m 45s,25m 53s,23m 23s,316399,TRUE,19,19:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
20,72,1881.8170081910616,1542.032785175837,1411.6141089060186,31m 21s,26m 42s,24m 31s,270743,TRUE,20,20:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
21,72,1910.6126363264632,1558.3736562517263,1413.617522506849,32m 50s,26m 58s,24m 33s,209660,TRUE,21,21:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
22,72,1920.6320760391625,1569.3937635130594,1408.1183267743086,32m 0s,26m 9s,23m 28s,196538,TRUE,22,22:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
23,72,1907.6459683003711,1562.1126653575957,1408.6930863447024,32m 47s,26m 2s,23m 28s,160502,TRUE,23,23:00:00,M80 - Greensborough to Altona,2022,Melbourne,M80_Melbourne
0,78,1624.5137782176937,1492.9744584463338,1414.4458551933258,27m 4s,25m 52s,24m 34s,29352,TRUE,0,00:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
1,78,1558.625671590626,1468.0602023688573,1419.28668728732,26m 58s,24m 28s,24m 39s,15097,TRUE,1,01:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
2,78,1535.2462779524114,1472.5472864453886,1425.5856846710528,26m 35s,25m 32s,24m 45s,6308,TRUE,2,02:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
3,78,1551.3632337851982,1478.0828008704418,1436.8328815270934,26m 51s,25m 38s,24m 56s,2464,TRUE,3,03:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
4,78,1535.511319822993,1457.6559212211412,1412.9466088367456,26m 35s,24m 17s,24m 32s,4572,TRUE,4,04:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
5,78,1562.021015296988,1471.417396529425,1414.9329229450602,26m 2s,25m 31s,24m 34s,16933,TRUE,5,05:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
6,78,2588.0506656523194,1822.853646975623,1496.1968416966906,43m 8s,30m 22s,25m 56s,23967,TRUE,6,06:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
7,78,3940.418530556881,2816.2700086898644,2005.6056239621391,1h 6m 40s,47m 56s,33m 25s,61389,TRUE,7,07:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
8,78,3649.313842074609,2644.303627493291,1995.6440519620107,1h 1m 49s,44m 4s,33m 15s,96500,TRUE,8,08:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
9,78,2181.200331297673,1658.4909805202235,1454.4841077051065,36m 21s,28m 38s,24m 14s,71831,TRUE,9,09:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
10,78,1690.870710518923,1520.2210411088636,1431.3486671452847,28m 10s,25m 20s,24m 51s,59956,TRUE,10,10:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
11,78,1690.950819945984,1509.8721718460329,1427.4350772998378,28m 10s,25m 9s,24m 47s,52232,TRUE,11,11:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
12,78,1767.4756052073983,1516.2669450175808,1429.7557549829237,29m 27s,25m 16s,24m 49s,50403,TRUE,12,12:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
13,78,1648.944414222282,1506.03890862098,1423.9435252561789,27m 28s,25m 6s,24m 43s,63040,TRUE,13,13:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
14,78,1649.4148712474466,1501.8756830148336,1418.2104162081928,27m 29s,25m 1s,24m 38s,61676,TRUE,14,14:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
15,78,2060.2190258351025,1563.1314603995977,1434.653491850681,34m 20s,26m 3s,24m 54s,64110,TRUE,15,15:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
16,78,2865.28501395347,2054.889400078077,1567.7429028742647,48m 45s,34m 14s,26m 7s,63319,TRUE,16,16:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
17,78,2730.872745900001,1970.2373866147057,1516.488852425108,46m 30s,33m 50s,25m 16s,91418,TRUE,17,17:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
18,78,1952.692446992059,1512.1648111278,1430.7684480691228,33m 32s,25m 12s,24m 50s,59754,TRUE,18,18:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
19,78,1617.025763359233,1484.9029564186797,1409.5230644860112,27m 57s,25m 44s,23m 29s,57517,TRUE,19,19:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
20,78,1627.6186748302273,1487.2099531370009,1412.7334587034525,27m 7s,25m 47s,24m 32s,32871,TRUE,20,20:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
21,78,1636.773162415985,1500.838519135811,1431.3799612680962,27m 16s,25m 0s,24m 51s,23693,TRUE,21,21:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
22,78,1616.5824646703188,1489.145434889069,1427.288320003783,27m 56s,25m 49s,24m 47s,29317,TRUE,22,22:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
23,78,1606.565390330702,1473.3131813743162,1405.0124933335758,27m 46s,25m 33s,23m 25s,39586,TRUE,23,23:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2019,Perth,Route 2 (Mitchell)_Perth
0,83,1529.5838653351184,1477.6358546946185,1422.2500363880167,25m 29s,25m 37s,24m 42s,5904,TRUE,0,00:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
1,83,1574.1989067082204,1504.217992168706,1450.6474983992118,26m 14s,25m 4s,24m 10s,3328,TRUE,1,01:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
2,83,1562.6983132192015,1482.1439978625874,1419.3509470077909,26m 2s,25m 42s,24m 39s,2094,TRUE,2,02:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
3,83,1532.3312358857925,1478.5841386417671,1425.06771118952,26m 32s,25m 38s,24m 45s,14234,TRUE,3,03:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
4,83,1550.0970783492671,1488.9394573015618,1426.0668891012454,26m 50s,25m 48s,24m 46s,17644,TRUE,4,04:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
5,83,1532.6079711955504,1438.2136269555117,1380.9841631590743,26m 32s,24m 58s,23m 0s,36004,TRUE,5,05:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
6,83,1568.8382002545054,1440.0391795712187,1370.818343157031,26m 8s,24m 0s,23m 50s,97734,TRUE,6,06:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
7,83,1572.0353449749598,1452.506937799625,1386.7726547371635,26m 12s,24m 12s,23m 6s,67696,TRUE,7,07:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
8,83,1582.2376970517823,1455.0839902663995,1394.811414463615,26m 22s,24m 15s,23m 14s,55496,TRUE,8,08:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
9,83,1639.5832065698453,1481.1269590910754,1411.482023091064,27m 19s,25m 41s,24m 31s,48646,TRUE,9,09:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
10,83,1599.3434851605643,1474.3942486226065,1408.0829035837723,27m 39s,25m 34s,23m 28s,41180,TRUE,10,10:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
11,83,1595.9999546786732,1473.3046650359136,1402.1033951983836,27m 35s,25m 33s,23m 22s,53353,TRUE,11,11:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
12,83,1598.0897010505644,1464.5653553786028,1390.096809691665,27m 38s,24m 24s,23m 10s,59630,TRUE,12,12:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
13,83,1597.3874017938622,1459.9276495739189,1387.1339801361385,27m 37s,24m 19s,23m 7s,50349,TRUE,13,13:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
14,83,1628.4557039642868,1479.7185481842291,1394.5192423889473,27m 8s,25m 39s,23m 14s,49448,TRUE,14,14:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
15,83,2171.1764015617273,1668.0148671373256,1442.748040668011,36m 11s,28m 48s,24m 2s,80376,TRUE,15,15:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
16,83,2835.5364254988367,2043.841328017168,1597.9744401585904,47m 15s,34m 3s,27m 37s,148486,TRUE,16,16:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
17,83,2968.328260542671,2042.9186782828483,1580.6873167240858,49m 28s,34m 2s,26m 20s,61506,TRUE,17,17:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
18,83,1686.4189103294482,1493.9554857321689,1404.940078949776,28m 6s,25m 53s,23m 24s,44935,TRUE,18,18:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
19,83,1584.770812384573,1462.3060966927007,1389.3783540924126,26m 24s,24m 22s,23m 9s,38213,TRUE,19,19:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
20,83,1564.9200391495572,1467.7257450951863,1410.9924285339805,26m 4s,24m 27s,24m 30s,45017,TRUE,20,20:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
21,83,1585.072112803791,1463.0095488422082,1393.6576760654295,26m 25s,24m 23s,23m 13s,62356,TRUE,21,21:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
22,83,1573.5941745783623,1480.9063632106968,1405.1903074200227,26m 13s,25m 40s,23m 25s,37793,TRUE,22,22:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
23,83,1538.8590132257436,1477.1741273863906,1420.542271870133,26m 38s,25m 37s,24m 40s,15024,TRUE,23,23:00:00,Route 2 (Mitchell) - Swan River to Hester Avenue,2019,Perth,Route 2 (Mitchell)_Perth
0,78,1603.5808903242173,1448.6531872230348,1378.7201952241455,27m 43s,24m 8s,23m 58s,25305,TRUE,0,00:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
1,78,1552.360288421523,1429.5599474449427,1372.0390450250325,26m 52s,24m 49s,23m 52s,13590,TRUE,1,01:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
2,78,1522.0944329749195,1417.1579526595422,1380.3855798840327,25m 22s,24m 37s,23m 0s,6452,TRUE,2,02:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
3,78,1480.553788938431,1399.137366406565,1364.7175618687952,25m 40s,23m 19s,23m 44s,3875,TRUE,3,03:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
4,78,1510.3367890964964,1411.242957599276,1377.238355647872,25m 10s,24m 31s,23m 57s,5219,TRUE,4,04:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
5,78,1597.6465566141396,1452.7086881789296,1391.0209528710786,27m 37s,24m 12s,23m 11s,15863,TRUE,5,05:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
6,78,2609.5865422779757,1984.007303128131,1631.2605790596692,43m 29s,33m 4s,27m 11s,84259,TRUE,6,06:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
7,78,3171.219443772845,2135.0372734927955,1600.415890365408,53m 51s,36m 35s,27m 40s,91280,TRUE,7,07:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
8,78,3176.4459411698017,2132.9145952692593,1572.012416665234,53m 56s,36m 32s,26m 12s,101360,TRUE,8,08:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
9,78,1954.8301179053751,1582.2801761628923,1410.3254949491832,33m 34s,26m 22s,24m 30s,77228,TRUE,9,09:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
10,78,1743.7393965296271,1489.8221106746566,1390.3663260379844,29m 3s,25m 49s,23m 10s,65576,TRUE,10,10:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
11,78,1817.0366593809804,1491.6410476240758,1389.398348731435,30m 17s,25m 51s,23m 9s,63759,TRUE,11,11:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
12,78,1827.788347595176,1500.0448899070684,1395.5170537303554,30m 27s,25m 0s,23m 15s,63251,TRUE,12,12:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
13,78,1630.8118620530963,1472.271605678888,1386.9344133306877,27m 10s,25m 32s,23m 6s,64913,TRUE,13,13:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
14,78,1655.195756709071,1480.6255407684484,1390.7668888381331,28m 35s,25m 40s,23m 10s,71626,TRUE,14,14:00:00,Route 2 (Mitchell) - Hester Avenue to Swan River,2020,Perth,Route 2 (Mitchell)_Perth
